1948,355,-60,
1951,354,-60,
1954,353,-60,
1957,353,-60,
1960,353,-60,
1963,352,-60,
1966,351,60,
1969,350,60,
1972,351,60,
1974,350,60,
1977,351,60,
1979,351,60,
1982,351,60,
1985,351,60,
1987,352,60,
1990,352,60,
1993,352,-60,
1996,353,-60,
1998,353,-60,
2001,353,-60,
2004,353,-60,
2008,352,-60,
2011,352,-60,
2014,351,-60,
2016,351,-60,
2019,350,-60,
2022,349,-60,
2025,349,-60,
2028,348,-60,
2030,347,-60,
2033,347,60,
2036,346,60,
2039,346,60,
2041,346,60,
2044,346,60,
2048,346,60,
2050,346,60,
2053,346,60,
2056,347,60,
2058,347,60,
2061,347,60,
2064,348,60,
2066,348,60,
2069,349,60,
2071,349,60,
2074,350,-60,
2077,350,-60,
2080,350,-60,
2083,350,-60,
2085,350,-60,
2088,349,-60,
2092,349,-60,
2095,348,-60,
2098,348,-60,
2101,347,-60,
2103,346,-60,
2106,346,-60,
2109,345,-60,
2112,345,-60,
2115,344,-60,
2118,343,60,
2120,343,60,
2123,342,60,
2125,342,60,
2128,343,60,
2131,342,60,
2134,343,60,
2137,343,60,
2140,343,60,
2142,344,60,
2145,345,60,
2148,345,-60,
2151,345,-60,
2153,346,-60,
2156,346,-60,
2159,345,-60,
2162,345,-60,
2165,344,-60,
2167,344,-60,
2170,343,-60,
2173,343,-60,
2177,342,-60,
2180,341,60,
2182,341,60,
2185,341,60,
2188,341,60,
2190,341,60,
2193,341,60,
2196,341,60,
2198,341,60,
2201,341,60,
2204,342,60,
2206,342,60,
2209,342,60,
2212,343,-60,
2214,343,-60,
2217,344,-60,
2221,344,-60,
2224,343,-60,
2227,343,-60,
2230,342,-60,
2232,342,-60,
2235,341,-60,
2238,341,-60,
2241,340,-60,
2244,340,-60,
2246,339,-60,
2249,338,-60,
2252,338,-60,
2255,337,-60,
2258,336,60,
2260,336,60,
2264,336,60,
2267,336,60,
2269,336,60,
2272,336,60,
2275,336,60,
2277,337,60,
2280,337,60,
2283,337,60,
2285,338,60,
2288,338,-60,
2291,339,-60,
2294,339,-60,
2296,339,-60,
2299,339,-60,
2302,338,-60,
2306,338,-60,
2309,337,-60,
2312,337,-60,
2314,336,-60,
2317,336,-60,
2320,335,60,
2323,335,60,
2325,335,60,
2328,335,60,
2331,335,60,
2333,335,60,
2336,335,60,
2339,336,60,
2341,336,60,
2344,337,60,
2348,337,60,
2350,337,60,
2353,338,60,
2356,338,-60,
2358,339,-60,
2361,339,-60,
2364,339,-60,
2367,339,-60,
2370,338,-60,
2372,338,-60,
2375,338,-60,
2378,337,-60,
2381,336,-60,
2384,335,-60,
2387,335,-60,
2390,335,-60,
2393,335,-60,
2396,335,-60,
2399,335,-60,
2402,335,-60,
2405,335,60,
2407,335,60,
2410,335,60,
2413,335,60,
2415,334,60,
2418,335,60,
